id,projectCode,title,agency,ministry,category,state,approvalDate,startDate,targetDoC,revisedDoC,originalCostCr,revisedCostCr,spentCr,physicalProgress,financialProgress,costOverrunCr,costOverrunPct,delayMonths,riskScore,trustScore,status,statusLabel,divergenceGap
1341,618584,4L of Kishanganj - Bahadurganj section from Km. 0.000 to Km. 23.649 & interchange at Start Point Length - 1.200 Km of NH-27,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Bihar, West Bengal)",01/2025,12/2025,12/2027,12/2027,962.84,855.56,181.12,20.14,21.17,-107.28,-11.14,0,0,99,on-track,On Track (Green),-1.03
1342,619064,Vadodara Mumbai Expressway Talsari to Karvad Phase IB - Pkg X [Km 103.400 to Km 128.000],NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",10/2020,03/2022,03/2024,12/2027,1909.74,2652.24,1097.32,36.23,41.37,742.5,38.88,45,80,20,critical,High Risk (Critical),-5.14
1343,618942,Balance work of 2L PS from Km 30.800 to Km 70.800 and 2L with Rigid Carriageway from Km 70.800 to km 84.120 of Khanapur- KA/GOA Border section of NH-4A,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Goa, Karnataka)",01/2022,11/2022,05/2024,03/2027,226.76,149.44,110.31,84.7,73.82,-77.32,-34.1,34,25,75,critical,High Risk (Critical),10.88
1344,618637,Bal. Works of Fagne Km. 510.000 to Maharashtra/Gujarat Border Km. 650.794,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Gujarat, Maharashtra)",12/2019,09/2020,09/2022,12/2026,1654.07,1672.89,1447.76,99.7,86.54,18.82,1.14,51,50,50,critical,High Risk (Critical),13.16
1345,618486,Delhi-Amritsar-Katra Expressway Phase-I Pkg-V from Junction with Ambala-Kaithal- Hissar road NH-152 near Kharak Pandwa village to Junction with Patiala-Samana- Patran road SH-10 near Ghagga village Km 120250 to Km 157920,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",01/2021,05/2022,05/2024,08/2026,1741.86,2281.02,1508.2,98.7,66.12,539.16,30.95,27,65,35,critical,High Risk (Critical),32.58
1346,619093,4L Ismailabad to Ambala Section of NH-152 Lot-4/Package-1,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",02/2023,12/2023,12/2025,02/2027,609.32,454.34,308.0,76.3,67.79,-154.98,-25.43,14,25,75,delayed,Watchlist (Amber),8.51
1347,619134,6L of Ambala-Chandigarh greenfield section from Km. 0.000 to Km. 25.000 with 4L spur to Lalru from Km. 0.000 to Km. 5.828 & spur to PR-7 road from Km. 0.000 to Km. 11.157,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",03/2022,10/2023,10/2025,09/2026,1641.66,1904.79,1277.92,90.01,67.09,263.13,16.03,11,35,65,delayed,Watchlist (Amber),22.92
1348,619216,6L access Controlled Greenfield Highway from Adhoya Musalmana to Sadopur section of Shamli -Ambala Package-III Design Ch. Form km 84.400 to km 121.786,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",05/2022,05/2023,05/2025,12/2026,1491.72,1122.86,791.92,81.33,70.53,-368.86,-24.73,19,25,75,delayed,Watchlist (Amber),10.8
1349,618505,Additional Structures on 6LGurgaon-Jaipur Section of NH-48 between KM 42.700 to KM 273.00,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Rajasthan)",08/2022,12/2022,06/2024,08/2026,409.64,290.64,200.31,88.9,68.92,-119.0,-29.05,26,25,75,critical,High Risk (Critical),19.98
1350,618691,4 laning of Aligarh-Palwal Section from Km. 46.390 Design Chainage to Km. 69.110 Terminating at junction EPE Package-II from Kurana- Eastern Peripheral Expressway of NH-334D,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Uttar Pradesh)",03/2024,08/2025,08/2027,08/2027,939.17,903.94,250.21,17.16,27.68,-35.23,-3.75,0,10,90,on-track,On Track (Green),-10.52
1351,618723,6L access Controlled Greenfield Highway from Ranipur Barsi to Adhoya Musalmana section of Shamli -Ambala Package-II Design Ch. Form km 45.500 to km 84.400,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Uttar Pradesh)",06/2022,05/2023,05/2025,02/2027,1554.21,1241.89,847.9,82.75,68.27,-312.32,-20.1,21,25,75,delayed,Watchlist (Amber),14.48
1352,619068,Construction of Greenfield Connectivity to Jewar International Airport from DND- Faridabad-Ballabhgarh Bypass KMP Link - Spur to Delhi Mumbai Expressway,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Uttar Pradesh)",07/2022,06/2023,06/2025,04/2027,2920.69,3485.77,1772.67,76.3,50.85,565.08,19.35,22,50,50,critical,High Risk (Critical),25.45
1353,618907,2L/4L of Hoshiarpur to Una section including Hoshiarpur Bypass of NH 503A,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Himachal Pradesh, Punjab)",03/2023,05/2025,05/2027,05/2027,571.34,481.88,257.79,26.43,53.5,-89.46,-15.66,0,20,80,delayed,Watchlist (Amber),-27.07
1354,619066,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XIV from Junction with Pathankot- Gurdaspur road NH-54 near Balsua to Junction with Hiranagar Road near village Gurha Baildaran km 423500 to km 468100,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jammu and Kashmir, Punjab)",10/2021,09/2022,09/2024,10/2026,3044.02,3707.91,1776.5,87.3,47.91,663.89,21.81,25,50,50,critical,High Risk (Critical),39.39
1355,618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jharkhand, West Bengal)",08/2010,04/2014,09/2016,08/2026,1560.39,1568.22,1694.94,100.0,108.08,7.83,0.5,119,50,50,critical,High Risk (Critical),-8.08
1356,618734,6L Greenfield Varanasi- Ranchi- Kolkata Highway from junction with NH-320 in Lepo village to Kamlapur villageJH/WB border from km 358.500 to km 387.200 Pkg -13,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jharkhand, West Bengal)",03/2023,09/2025,09/2027,09/2027,1154.49,1319.18,330.27,24.76,25.04,164.69,14.27,0,25,75,delayed,Watchlist (Amber),-0.28
1357,618909,2L PS of JH / WB Border km. 70.524 - Purulia km.84.400 & Purulia km. 94.30 - Chandil Junction with NH-33 km. 153.705 of Old NH-32,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jharkhand, West Bengal)",03/2018,12/2019,08/2022,10/2026,1652.4,1771.88,1652.04,97.65,93.24,119.48,7.23,50,50,50,critical,High Risk (Critical),4.41
1358,618948,4L of NH-80 section of Mirza Chauki to Farakka section from existing km 190.00 to design km 200.75 junction at km 3.100 of NH 133 B and from existing km 260.00 to existing km 283.00 design km 274.133 in the state of Jharkhand package - II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jharkhand, West Bengal)",02/2025,02/2026,01/2028,01/2028,782.18,782.18,224.06,8.65,28.65,0.0,0.0,0,10,90,on-track,On Track (Green),-20.0
1359,619205,Six Laning of KT/KL Border Thalapaddy -Chengala from Km. 17.200 to Km. 57.20,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Kerala)",05/2020,11/2021,05/2024,08/2026,1981.07,2681.48,1701.33,100.0,63.45,700.41,35.36,27,65,35,critical,High Risk (Critical),36.55
1360,618516,6L from Sankeshwar Bypass to MH-KNT Border from Km. 555.017 to Km. 592.853 of NH-48 Pkg-II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Maharashtra)",01/2022,10/2022,04/2025,05/2027,1388.7,1066.86,1183.98,85.3,110.98,-321.84,-23.18,25,45,55,critical,High Risk (Critical),-25.68
1361,618636,Akkalkot MH/KN border New Greenfield corridor from Km 512.000 to Km 548.400 of NH-150C part of Akkalkot KN/TS Border section Package XIV,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Maharashtra)",03/2023,10/2024,10/2026,06/2027,1370.75,1403.49,322.92,57.62,23.01,32.74,2.39,8,20,80,delayed,Watchlist (Amber),34.61
1362,618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Tamil Nadu)",03/2022,05/2023,05/2025,12/2026,1260.74,1218.47,777.0,92.95,63.77,-42.27,-3.35,19,25,75,delayed,Watchlist (Amber),29.18
1363,618581,Hosur to Dhamrapuri Pkg-1 [Neraluru - Thorapalli Agraharam],NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Tamil Nadu)",10/2021,10/2022,10/2024,01/2027,1828.66,1828.66,1464.36,78.7,80.08,0.0,0.0,27,25,75,critical,High Risk (Critical),-1.38
1364,618631,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 162.5 to Km. 203.100 in Raichur of NH-150C Pkg-IV,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Telangana)",03/2022,11/2022,05/2025,08/2026,1499.73,1457.48,840.31,99.51,57.65,-42.25,-2.82,15,25,75,delayed,Watchlist (Amber),41.86
1365,618632,6L Access Controlled Greenfield Highway of Nandinne village to Julekal village from Km 202.900 to Km 242.200 Pkg-1,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Telangana)",02/2022,01/2023,01/2025,08/2026,972.06,1044.06,459.49,93.79,44.01,72.0,7.41,19,35,65,delayed,Watchlist (Amber),49.78
1366,619097,Thalassery Mahe Bypass Km 170.600 to Km 189.200 of NH-17New NH-66 in Kerala,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Kerala, Puducherry)",09/2017,12/2017,05/2020,08/2026,1181.12,1573.18,1534.73,100.0,97.56,392.06,33.19,75,80,20,critical,High Risk (Critical),2.44
1367,619101,4L Shahpur to Muktainagar from Km. 186.000 to km 216.278 of NH 753L Pkg II of Boregaon Buzurg to Muktainagar,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Madhya Pradesh, Maharashtra)",12/2022,03/2024,03/2026,10/2026,784.35,659.52,330.42,64.0,50.1,-124.83,-15.92,7,10,90,delayed,Watchlist (Amber),13.9
1368,618556,"Construction of 26 VUPs, Major Bridge, Service Road etc. on Lalitpur-Sagar- Lakhnadon section of NH-44 NS",NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Madhya Pradesh, Uttar Pradesh)",02/2023,03/2024,03/2026,08/2026,665.91,665.91,574.39,97.4,86.26,0.0,0.0,5,10,90,delayed,Watchlist (Amber),11.14
1369,618668,4L of Chowka to Kaimaha near MP/UP Border section NH-34 from D. Ch. 145.000 to D. Ch. 197.266 excluding existing Chhatarpur bypass from D. Ch. 160.307 to D. Ch. 168.630 Package-4,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Madhya Pradesh, Uttar Pradesh)",10/2024,09/2025,09/2027,08/2026,996.5,846.68,312.98,49.18,36.97,-149.82,-15.03,0,0,99,on-track,On Track (Green),12.21
1370,618941,4L of Bamni - Rajura - Warur - Devada upto M.S. Border of NH - 930D from km 19.000 to km 51.985,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Maharashtra, Telangana)",03/2022,03/2024,03/2026,12/2026,968.05,1187.19,826.96,78.16,69.66,219.14,22.64,9,35,65,delayed,Watchlist (Amber),8.5
1371,618844,Viluppuram Km.0.000 to Puducherry Km.29.000,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Puducherry, Tamil Nadu)",03/2018,11/2021,11/2023,09/2026,1358.31,1162.44,526.41,98.32,45.28,-195.87,-14.42,34,25,75,critical,High Risk (Critical),53.04
1372,618845,Puducherry Km.29.000 to Poondiyankuppam Km.67.000,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Puducherry, Tamil Nadu)",03/2018,11/2021,11/2023,09/2026,1588.4,1415.9,460.45,98.75,32.52,-172.5,-10.86,34,25,75,critical,High Risk (Critical),66.23
1373,618847,Sattanathapuram to Nagapattinam from Km 123.800 to Km 179.555,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Puducherry, Tamil Nadu)",03/2018,10/2020,10/2022,12/2026,2899.77,2899.77,1595.37,85.6,55.02,0.0,0.0,50,40,60,critical,High Risk (Critical),30.58
1374,618711,6L with access control provision Saharanpur bypass to Ganeshpur section from 13.89 Km to 41.820 Km of Delhi- Dehradun Economic Corridor package-2,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",04/2022,11/2022,11/2024,08/2026,796.65,560.03,508.43,99.29,90.79,-236.62,-29.7,21,25,75,delayed,Watchlist (Amber),8.5
1375,618783,4-laning of Pilibhit - Sitarganj from Km. 32.500 to Km. 70.800 Pkg-2 of NH-30,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",01/2023,03/2024,03/2026,10/2027,1471.19,1471.19,470.11,44.41,31.95,0.0,0.0,19,25,75,delayed,Watchlist (Amber),12.46
1376,618886,Road Safety Improvement of Critical Junctions on MuzaffarnagarHaridwar Section of NH-334 from Km 143000 to Km 196000,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",04/2025,10/2025,10/2027,10/2027,238.66,0.1,42.08,22.64,42080.0,-238.56,-99.96,0,20,80,delayed,Watchlist (Amber),-42057.36
1377,618928,"Improvement & Up-gradation of NH-734 Section of Moradabad-Thakurdwara Kashipur including Moradabad & Kashipur Bypasse Package-III Kashipur Bypass Length 14.490 Km., Starts from Ch. 38770 and ends at Ch. 53260 existing Ch. 05560",NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",02/2023,03/2024,09/2025,03/2027,936.12,717.5,386.34,53.84,53.85,-218.62,-23.35,18,25,75,delayed,Watchlist (Amber),-0.01
1378,618969,4/6L of Spur to Haridwar Greenfield from Km. 0.000 to Km. 50.70,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",11/2021,02/2023,02/2025,09/2026,2155.95,2612.3,1543.12,92.98,59.07,456.35,21.17,19,50,50,critical,High Risk (Critical),33.91
1379,619217,4L of Haridwar-Nagina section from km. 0.00 to km. 71.614 of NH-74,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",12/2015,01/2018,07/2020,08/2026,1659.12,1622.49,1546.89,99.85,95.34,-36.63,-2.21,73,40,60,critical,High Risk (Critical),4.51
1380,617886,Widening of existing Single lane / Intermediate lane road to 2 lane from Km 101 to Km 125 of NH 61,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,06/2020,06/2024,06/2026,04/2027,252.2,252.2,0.0,44.46,0.0,0.0,0.0,10,10,90,delayed,Watchlist (Amber),44.46
1381,618072,Widening to Existing single lane /intermediate lane to 2 lane from Km185.00 to Km 220.00 of NH-61 New NH-02 in the state of Nagaland.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,03/2021,07/2022,07/2024,03/2026,297.25,297.25,155.15,100.0,52.2,0.0,0.0,20,25,75,delayed,Watchlist (Amber),47.8
1382,618290,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland under SARDP-NE on EPC Mode Package-IV",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,07/2020,10/2020,04/2022,12/2026,202.36,202.36,102.32,46.77,50.56,0.0,0.0,56,40,60,critical,High Risk (Critical),-3.79
1383,618291,"Construction of 2-lane with Paved shoulder of Kohima-Bypass Road connecting NH- 39 New NH-02, NH150New NH-02, NH7-61 New NH-29 and NH-39 New NH-02 from Design km 21.000 to km 32.268 [Design length11.268 km] in the state of Nagaland Under SARDP-NE on EPC Mode Package- 3",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,07/2020,06/2023,06/2025,12/2026,159.85,342.29,128.32,39.54,37.49,182.44,114.13,18,65,35,critical,High Risk (Critical),2.05
1384,618292,Construction of 2-Lane with paved shoulder of Kohima-Bypass Road connecting New NH-02 and New NH-29 from Design Km 10.500 to design Km 21.000 [Design Length- 10.500 km] including TUNNEL of 500m at Ch. 11.000 in the state of Nagaland Under SARDP-NE on EPC Mode Package-2,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,07/2020,10/2020,10/2022,10/2027,277.44,277.44,201.99,69.76,72.8,0.0,0.0,60,40,60,critical,High Risk (Critical),-3.04
1385,618293,"Construction of 2-Lane with paved shoulder of Kohima-Bypass Road connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29 and NH-39New NH-02 from design Km 0.00 to Km 10.500 in the State of Nagaland under SARDP-NE on EPC Mode Package-1 -Balance work",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,07/2020,11/2023,11/2026,11/2026,232.29,350.88,120.92,27.24,34.46,118.59,51.05,0,40,60,critical,High Risk (Critical),-7.22
1386,618296,Balance work of Construction of 2-lane with hard shoulder of Kohima - Jessami road on NH-29 old NH-150 from existing km 98.380 near Chizami vill. to km120.367 Nagaland/Manipur Border [Design km 95.700 to design km 117.200] [Design Length 21.500 km] in the state of Nagaland Under Bharatmala Pariyojna on EPC Mode Package-V under NHO,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,03/2020,11/2023,11/2025,07/2026,330.8,330.8,268.18,98.39,81.07,0.0,0.0,8,10,90,delayed,Watchlist (Amber),17.32
1387,618297,Construction of 2-lane with hard shoulder of Kohima - Jessami road on NH-29 Old NH- 150 from existing Km 30.474 Near Kidwema road Chakahabama to existing Km 53.220 Near Kikruma Village Design Km 29.60 to Km 51.50 Design length-21.90 Km in the state of Nagaland Under Bharatmala Pariyojna on EPC Mode under NHO Package-II -Balance work,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,03/2020,01/2024,01/2026,12/2026,355.79,355.79,0.0,43.13,0.0,0.0,0.0,11,10,90,delayed,Watchlist (Amber),43.13
1388,618328,4-Laning of Balance work of Dimapur-Kohima Road from design km 152.490 to km 166.700 Existing km 156.000 to km 172.900 Excluding Dimapur & Kohima Bypass under SARDP-NE Package-III,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,03/2016,09/2023,09/2025,09/2026,562.98,794.75,542.85,84.32,68.3,231.77,41.17,12,50,50,critical,High Risk (Critical),16.02
1389,618364,"Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-I Design Chainage 0000 Km to 34795 Km, in the State of Nagaland on EPC mode under NH O-NE",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,12/2022,08/2023,02/2026,02/2026,430.24,430.24,0.0,87.0,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),87.0
1390,618365,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-III Design Chainage 69875 Km to 106816 Km in the State of Nagaland on EPC mode under NHO-NE,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,12/2022,08/2023,02/2026,02/2026,497.18,497.18,0.0,85.67,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),85.67
1391,618366,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-II Design Chainage 34795 Km to 69875 Km in the State of Nagaland on EPC mode under NHO-NE,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,12/2022,08/2023,02/2026,02/2026,442.54,442.54,0.0,58.5,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),58.5
1392,618413,Construction of 2 laning with Hard shoulder of Peren-Dimapur section on NH 129A from Design Km 146.208 to Km 163.592 Length- 17.384 km in the state of Nagaland on EPC mode under NHO-TSP Package-III,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,02/2021,06/2023,06/2025,08/2026,177.77,199.02,111.71,95.62,56.13,21.25,11.95,14,50,50,critical,High Risk (Critical),39.49
1393,618414,Construction of Balance work for 2-lane with hard shoulder of Peren- Dimapur section on NH-129A from Design Km 126.775 to Km 146.208 Length 19.433 Km in the state of Nagaland on EPC mode under NHO-TSP Package-II,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,01/2021,09/2023,09/2025,09/2025,258.52,258.52,136.09,96.53,52.64,0.0,0.0,0,0,99,on-track,On Track (Green),43.89
1394,618422,"Construction of 2-lane with hard shoulders of Merangkong-Tamlu-Mon road Wakching Twon portion on EPC basis from existing Chainage Km 59000 to Km 73640 [Design Km. 59000 to Km, 72450] Design length - 13.450 Km under SARDP-NE package-V Balance work",NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,03/2021,09/2023,09/2025,07/2026,161.73,161.73,101.28,99.75,62.62,0.0,0.0,10,10,90,delayed,Watchlist (Amber),37.13
1395,618423,Construction of 2-Lane with hard shoulders of Merangkong-Tamlu-Mon MTM Road from existing Km 20.456 to Km 41.065 Design Km. 20 to Km. 40.0 Design Length- 20.000 Km in the State of Nagaland under SARDP-NE Phase-A Pkg-2 Balance work,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,03/2018,08/2023,08/2025,03/2026,215.79,215.79,173.12,100.0,80.23,0.0,0.0,7,10,90,delayed,Watchlist (Amber),19.77
1396,619059,Construction of 2-Lane with hard shoulders of Merangkong-Tamlu-Mon Road on EPC Basis from existing road Km. 76.640 to Km 98.065 Design chainage Km. 63.800 to Km. 86.835 Design Length-23.035 Km in the state of Nagaland under SARDP-NE PKG-IV Balance work,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,03/2018,09/2023,09/2025,12/2026,323.98,323.98,147.37,79.03,45.49,0.0,0.0,15,25,75,delayed,Watchlist (Amber),33.54
1397,617898,New construction of Major Bridge with Approaches from Km 0.000 to 1.200 Madhopur -Badabanta section of NH-20 under NHO in Annual Plan 2022-23 in the State of Odisha,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,03/2023,04/2025,10/2027,10/2027,199.5,199.5,0.32,0.0,0.16,0.0,0.0,0,0,99,on-track,On Track (Green),-0.16
1398,617899,Widening and Strengthening to 4LPS/2LPS from km 0.000 to 35.800 Kuakhia - Mangalpur section of NH 20 in the state of Odisha on Annual Plan 2021-22,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,03/2022,02/2024,02/2026,11/2026,636.1,636.1,296.5,56.11,46.61,0.0,0.0,9,10,90,delayed,Watchlist (Amber),9.5
1399,617902,construction or By-pass road on NH-26 for Nabrangpur Town,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,03/2023,12/2024,12/2026,12/2026,168.95,168.95,11.13,38.0,6.59,0.0,0.0,0,0,99,on-track,On Track (Green),31.41
1400,617904,Construction of Bypass road to Balangir town from km 72/400 Desing km 0/0 to km 79/800 Design km 11/670 of NH-26 in the State of Odisha.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,02/2022,04/2023,10/2025,12/2026,238.78,238.78,6.79,55.0,2.84,0.0,0.0,14,25,75,delayed,Watchlist (Amber),52.16
1401,617905,Construction of 4 lane ROB with approaches in lieu of LC No. RV-172 at km 176.00 of NH-201 present NH-26 at Kesinga including land acquisition in the state of Odisha on EPC mode under Annual Plan 2021-22,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,12/2021,05/2023,05/2025,05/2027,324.09,324.09,88.48,78.0,27.3,0.0,0.0,24,25,75,delayed,Watchlist (Amber),50.7
1402,617918,"Widening and Strengthening of existing S/L, I/L, & D/L to 2 Lane with PS from Km 256/455 to 256/503, 256/820 to 256/960, 265/760 to 266/010, 266/010 to 266/800, 270/975 to 271/055, 276/460 to 276/560, 276/560 to 276/700, 276/700 to 277/480, 285/780 to 288/290, 288/290 to 291/050 and construction of 3 Nos. of Bypass from Km 266/800 to 267/300, 270/025 to 270/975, & 284/700 to 285/780 on NH-53 under NHO in Annual Plan 2022-23 for the State of Odisha.",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,03/2023,06/2026,12/2027,12/2027,174.21,174.21,6.43,0.0,3.69,0.0,0.0,0,0,99,on-track,On Track (Green),-3.69
1403,617920,Widening and Strengthening to 2LPS including LA from km 318.970 to 353.450 Balikuda-Mulkani Section of NH-55 under NHO in Annual Plan 2022-23 in the State of Odisha. Job No. NH-55-OD-2022-23-656,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,01/2022,06/2025,06/2027,06/2027,511.54,511.54,7.64,3.0,1.49,0.0,0.0,0,0,99,on-track,On Track (Green),1.51
1404,617921,Widening and strengthening to 2LPS including LA of Kandarpur-Balikuda from km 277/500 to 318/970 of NH-55 in the State of Odisha under Annual Plan 2021-22.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,03/2022,06/2023,06/2025,11/2026,499.79,499.79,131.36,66.0,26.28,0.0,0.0,17,25,75,delayed,Watchlist (Amber),39.72
1405,617922,Construction of Jharsuguda Bypass including Land acqusition on NH-49 from km 258.636 to km 283.300 design chainage 258.636 to km 289.876 under NHO in Annual Plan 2022-23 for the state of Odisha Job No.NH-49-OD-2022-23-655,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,09/2021,01/2025,07/2027,07/2027,587.1,587.1,52.58,25.0,8.96,0.0,0.0,0,0,99,on-track,On Track (Green),16.04
1406,617923,Construction of Daspalla Bypass from km 195.250 To 200.635 of NH-57 including land acquisition in the state of Odisha on EPC mode under Annual Plan 2022-23.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,02/2023,05/2025,05/2027,05/2027,155.97,155.97,53.05,25.0,34.01,0.0,0.0,0,0,99,on-track,On Track (Green),-9.01
1407,617925,Construction of Bypass to Khordha town from Km 294/000 to 300/300 on NH-57 including LA in the State of Odisha on EPC mode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,02/2022,05/2023,11/2024,08/2026,157.49,157.49,33.69,92.0,21.39,0.0,0.0,21,25,75,delayed,Watchlist (Amber),70.61
1408,617930,Construction of Bypass on NH-59 from Km 336/350 to 349/910 13.56 km near Berhampur town including 4-lane RoB in the state of Odisha.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,03/2021,03/2022,12/2025,12/2026,196.94,196.94,59.55,70.0,30.24,0.0,0.0,12,10,90,delayed,Watchlist (Amber),39.76
1409,618003,Construction of four lane ROB and its approaches in lieu of existing Level Crossing No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y 2033-34,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,11/2021,06/2023,12/2024,09/2026,154.49,154.49,25.17,90.0,16.29,0.0,0.0,21,25,75,delayed,Watchlist (Amber),73.71
